stem,snippet_id,compound,class,dose,route,administered,context
sekssaoui2024,26,psilocybin,psychedelic,1 mg/kg,,False,"gonist (Fig. 1A and Table 1). Two hallucinogenic 5-HT2AR agonists belonging to different chemical families, psilocybin ("
sekssaoui2024,27,psilocybin,psychedelic,1 mg/kg,,False,"belonging to different chemical families, psilocybin (1 mg/kg), a tryptamine and 2,5-Dimethoxy-4-iodoamphetamine (DOI, 1"
sekssaoui2024,27,DOI,psychedelic,1 mg/kg,,False,"belonging to different chemical families, psilocybin (1 mg/kg), a tryptamine and 2,5-Dimethoxy-4-iodoamphetamine (DOI, 1"
sekssaoui2024,28,psilocybin,psychedelic,1 mg/kg,,True,"ts fast-acting antidepressant effects [5]. Reminiscent of its effects in wild type CDM mice, psilocybin administration ("
sekssaoui2024,29,psilocybin,psychedelic,0.5 mg/kg,,True,"5-HT1AR activation in the antidepressant-like effects of psilocybin, 5-HT2A -/ -CDM mice were injected with WAY-100635 ("
sekssaoui2024,29,WAY-100635,antagonist,0.5 mg/kg,i.p.,True,"5-HT1AR activation in the antidepressant-like effects of psilocybin, 5-HT2A -/ -CDM mice were injected with WAY-100635 ("
sekssaoui2024,30,psilocybin,psychedelic,0.03 mg/kg,,True,"or activation in the antidepressant-like effects of psilocybin, 5-HT2A -/ -CDM mice were injected either with SCH23390 ("
sekssaoui2024,30,SCH-23390,antagonist,0.03 mg/kg,s.c.,True,"or activation in the antidepressant-like effects of psilocybin, 5-HT2A -/ -CDM mice were injected either with SCH23390 ("
sekssaoui2024,31,SCH-23390,antagonist,0.03 mg/kg,s.c.,True,"either with SCH23390 (0.03 mg/kg, s.c.), a D1 receptor antagonist, or eticlopride, a selective D2 receptor antagonist (0"
sekssaoui2024,31,eticlopride,antagonist,0.03 mg/kg,s.c.,True,"either with SCH23390 (0.03 mg/kg, s.c.), a D1 receptor antagonist, or eticlopride, a selective D2 receptor antagonist (0"
sekssaoui2024,32,DOI,psychedelic,0.05 mg/kg,,True,fects in CDM mice  We next examined whether sub-chronic administration of subhallucinogenic doses of DOI or psilocybin (
sekssaoui2024,32,psilocybin,psychedelic,0.05 mg/kg,,True,fects in CDM mice  We next examined whether sub-chronic administration of subhallucinogenic doses of DOI or psilocybin (
sekssaoui2024,33,DOI,psychedelic,1 mg/kg,,True,"after the NSF test (Supplementary Fig. S5B and Table 1). Likewise, administration of a single dose of DOI or lisuride (1"
sekssaoui2024,33,lisuride,comparator,1 mg/kg,,True,"after the NSF test (Supplementary Fig. S5B and Table 1). Likewise, administration of a single dose of DOI or lisuride (1"
sekssaoui2024,34,DOI,psychedelic,1 mg/kg,,True,"tration of a single dose of DOI or lisuride (1 mg/kg) did not alter food consumption of mice, whereas administration of "
sekssaoui2024,34,lisuride,comparator,1 mg/kg,,True,"tration of a single dose of DOI or lisuride (1 mg/kg) did not alter food consumption of mice, whereas administration of "
shahar2022,0,5-HTP,comparator,200 mg/kg,,False,"bars represent SEM.  picture-7.png  To  examine  the  effects  of  serotonin  and  TAAR1  receptor  modulators,  5-HTP  "
shahar2022,1,M100907,antagonist,0.5 mg/kg,,False,"). The 5-HT2A receptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced  HTR  at  both  "
shahar2022,1,5-HTP,comparator,0.5 mg/kg,,False,"). The 5-HT2A receptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced  HTR  at  both  "
shahar2022,2,M100907,antagonist,0.5 mg/kg,,True,"eptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced  HTR  at  both  0.5  mg/kg  and  "
shahar2022,2,5-HTP,comparator,2 mg/kg,,False,"eptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced  HTR  at  both  0.5  mg/kg  and  "
shahar2022,3,5-HTP,comparator,200 mg/kg,,False,"the total HTR between Figures 1B and Figure 2. To examine the effects of serotonin and TAAR1 receptor modulators, 5-HTP "
shahar2022,4,M100907,antagonist,0.5 mg/kg,,False,"ure 2). The 5HT2A receptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced HTR at both "
shahar2022,4,5-HTP,comparator,0.5 mg/kg,,False,"ure 2). The 5HT2A receptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced HTR at both "
shahar2022,5,M100907,antagonist,0.5 mg/kg,,True,"T2A receptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced HTR at both 0.5 mg/kg and "
shahar2022,5,5-HTP,comparator,2 mg/kg,,False,"T2A receptor antagonist, M100907 (volinanserin) (Figure 2A), completely blocked 5-HTP-induced HTR at both 0.5 mg/kg and "
shahar2022,6,M100907,antagonist,0.5 mg/kg,,True,C  )  (  D  )  Total  5-HTP-induced  HTR  (  30  min  post  injection  with  ) Effect of pre-treatment with M100907 0.5/
shahar2022,6,5-HTP,comparator,2 mg/kg,,False,C  )  (  D  )  Total  5-HTP-induced  HTR  (  30  min  post  injection  with  ) Effect of pre-treatment with M100907 0.5/
shahar2022,7,M100907,antagonist,0.5 mg/kg,,True,otal  5-HTP-induced  HTR  (  30  min  post  injection  with  ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,7,M100907,antagonist,2 mg/kg,,True,otal  5-HTP-induced  HTR  (  30  min  post  injection  with  ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,7,5-HTP,comparator,200 mg/kg,,False,otal  5-HTP-induced  HTR  (  30  min  post  injection  with  ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,8,M100907,antagonist,0.5 mg/kg,,True,n  post  injection  with  ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg  picture-10.png  + 5-HTP 
shahar2022,8,M100907,antagonist,2 mg/kg,,True,n  post  injection  with  ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg  picture-10.png  + 5-HTP 
shahar2022,8,5-HTP,comparator,200 mg/kg,,True,n  post  injection  with  ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg  picture-10.png  + 5-HTP 
shahar2022,9,M100907,antagonist,0.5 mg/kg,,True,)  during  15 -30  min  post  injection  with  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2
shahar2022,9,M100907,antagonist,2 mg/kg,,True,)  during  15 -30  min  post  injection  with  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2
shahar2022,10,M100907,antagonist,0.5 mg/kg,,True,30  min  post  injection  with  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,10,M100907,antagonist,2 mg/kg,,True,30  min  post  injection  with  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,10,5-HTP,comparator,200 mg/kg,,False,30  min  post  injection  with  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,11,M100907,antagonist,0.5 mg/kg,,True,h  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,11,M100907,antagonist,2 mg/kg,,True,h  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,11,5-HTP,comparator,200 mg/kg,,True,h  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,11,vehicle,vehicle,200 mg/kg,,True,h  different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,12,M100907,antagonist,0.5 mg/kg,,True,R ( A -D ) during 15-30 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/
shahar2022,12,M100907,antagonist,2 mg/kg,,True,R ( A -D ) during 15-30 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/
shahar2022,13,M100907,antagonist,0.5 mg/kg,,True,g 15-30 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,13,M100907,antagonist,2 mg/kg,,True,g 15-30 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,13,5-HTP,comparator,200 mg/kg,,False,g 15-30 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 
shahar2022,14,M100907,antagonist,0.5 mg/kg,,True,th different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,14,M100907,antagonist,2 mg/kg,,True,th different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,14,5-HTP,comparator,200 mg/kg,,True,th different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,14,vehicle,vehicle,200 mg/kg,,True,th different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,15,psilocybin,psychedelic,4.4 mg/kg,,False,"SIL induction of maximal peak HTR (Figure 3D).  To examine the effects of serotonin and TAAR1 receptor modulators, PSIL "
shahar2022,16,psilocybin,psychedelic,1 mg/kg,,True,"ed HTR with both doses of 1 mg/kg and 10 mg/kg. To examine the effects of serotonin and TAAR1 receptor modulators, PSIL "
shahar2022,16,psilocybin,psychedelic,10 mg/kg,,True,"ed HTR with both doses of 1 mg/kg and 10 mg/kg. To examine the effects of serotonin and TAAR1 receptor modulators, PSIL "
shahar2022,17,M100907,antagonist,0.5 mg/kg,,True,HTR ( A -C ) during 20 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2
shahar2022,17,M100907,antagonist,2 mg/kg,,True,HTR ( A -C ) during 20 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2
shahar2022,18,M100907,antagonist,0.5 mg/kg,,True,uring 20 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 
shahar2022,18,M100907,antagonist,2 mg/kg,,True,uring 20 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 
shahar2022,18,psilocybin,psychedelic,4.4 mg/kg,,False,uring 20 min post injection with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 
shahar2022,19,M100907,antagonist,0.5 mg/kg,,True,"tion with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,19,M100907,antagonist,2 mg/kg,,True,"tion with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,19,psilocybin,psychedelic,4.4 mg/kg,,True,"tion with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,19,8-OH-DPAT,comparator,1 mg/kg,,True,"tion with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,19,8-OH-DPAT,comparator,2 mg/kg,,True,"tion with different co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,20,M100907,antagonist,0.5 mg/kg,,True,"rent co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,20,M100907,antagonist,2 mg/kg,,True,"rent co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,20,psilocybin,psychedelic,4.4 mg/kg,,True,"rent co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,20,8-OH-DPAT,comparator,1 mg/kg,,True,"rent co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,20,8-OH-DPAT,comparator,2 mg/kg,,True,"rent co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,20,psilocybin,psychedelic,4.4 mg/kg,,True,"rent co-treatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,21,M100907,antagonist,0.5 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,21,M100907,antagonist,2 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,21,psilocybin,psychedelic,4.4 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,21,8-OH-DPAT,comparator,1 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,21,8-OH-DPAT,comparator,2 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,21,psilocybin,psychedelic,4.4 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,21,vehicle,vehicle,4.4 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,22,M100907,antagonist,0.5 mg/kg,,True,d HTR ( A -C ) during 20 min post injection with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/
shahar2022,22,M100907,antagonist,2 mg/kg,,True,d HTR ( A -C ) during 20 min post injection with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/
shahar2022,23,M100907,antagonist,0.5 mg/kg,,True,during 20 min post injection with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 
shahar2022,23,M100907,antagonist,2 mg/kg,,True,during 20 min post injection with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 
shahar2022,23,psilocybin,psychedelic,4.4 mg/kg,,False,during 20 min post injection with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 
shahar2022,24,M100907,antagonist,0.5 mg/kg,,True,"ction with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,24,M100907,antagonist,2 mg/kg,,True,"ction with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,24,psilocybin,psychedelic,4.4 mg/kg,,True,"ction with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,24,8-OH-DPAT,comparator,1 mg/kg,,True,"ction with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,24,8-OH-DPAT,comparator,2 mg/kg,,True,"ction with different cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/"
shahar2022,25,M100907,antagonist,0.5 mg/kg,,True,"erent cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,25,M100907,antagonist,2 mg/kg,,True,"erent cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,25,psilocybin,psychedelic,4.4 mg/kg,,True,"erent cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,25,8-OH-DPAT,comparator,1 mg/kg,,True,"erent cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,25,8-OH-DPAT,comparator,2 mg/kg,,True,"erent cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,25,psilocybin,psychedelic,4.4 mg/kg,,True,"erent cotreatments. ( A ) Effect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL "
shahar2022,26,M100907,antagonist,0.5 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,26,M100907,antagonist,2 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,26,psilocybin,psychedelic,4.4 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,26,8-OH-DPAT,comparator,1 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,26,8-OH-DPAT,comparator,2 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,26,psilocybin,psychedelic,4.4 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,26,vehicle,vehicle,4.4 mg/kg,,True,"fect of pre-treatment with M100907 0.5/2 mg/kg + PSIL 4.4 mg/kg, 8-OH-DPAT 1/2 mg/kg + PSIL 4.4 mg/kg or vehicle + PSIL "
shahar2022,27,5-HTP,comparator,200 mg/kg,,False,"receptor mechanisms implicated by  pre-treatment  administration  of  receptor  modulators.  For  5-HTP,  we  defined  2"
shahar2022,28,M100907,antagonist,4.4 mg/kg,,False,"tment with the 5-HT2A antagonist, M100907, and the 5-HT1A agonist, 8-OH-DPAT, significantly blocked HTR induced by PSIL "
shahar2022,28,8-OH-DPAT,comparator,4.4 mg/kg,,False,"tment with the 5-HT2A antagonist, M100907, and the 5-HT1A agonist, 8-OH-DPAT, significantly blocked HTR induced by PSIL "
shahar2022,28,psilocybin,psychedelic,4.4 mg/kg,,False,"tment with the 5-HT2A antagonist, M100907, and the 5-HT1A agonist, 8-OH-DPAT, significantly blocked HTR induced by PSIL "
shahar2022,29,5-HTP,comparator,200 mg/kg,,False,"ing of the receptor mechanisms implicated by pre-treatment administration of receptor modulators. For 5-HTP, we defined "
shahar2022,30,M100907,antagonist,4.4 mg/kg,,False,"tment with the 5-HT2A antagonist, M100907, and the 5-HT1A agonist, 8-OH-DPAT, significantly blocked HTR induced by PSIL "
shahar2022,30,8-OH-DPAT,antagonist,4.4 mg/kg,,False,"tment with the 5-HT2A antagonist, M100907, and the 5-HT1A agonist, 8-OH-DPAT, significantly blocked HTR induced by PSIL "
shahar2022,30,psilocybin,psychedelic,4.4 mg/kg,,False,"tment with the 5-HT2A antagonist, M100907, and the 5-HT1A agonist, 8-OH-DPAT, significantly blocked HTR induced by PSIL "
shahar2022,31,5-HTP,comparator,200 mg/kg,,True,"ectively. For assessing the effects of modulators, all mice were injected with either 5-HTP or PSIL at doses of 200 and "
shahar2022,31,psilocybin,psychedelic,4.4 mg/kg,,True,"ectively. For assessing the effects of modulators, all mice were injected with either 5-HTP or PSIL at doses of 200 and "
shahar2022,32,psilocybin,psychedelic,4.4 mg/kg,,True,"IL at doses of 200 and 4.4 mg/kg, respectively, immediately preceded by the 5-HT2A receptor antagonist M100907 (0.5 and "
shahar2022,32,M100907,antagonist,0.5 mg/kg,i.p.,True,"IL at doses of 200 and 4.4 mg/kg, respectively, immediately preceded by the 5-HT2A receptor antagonist M100907 (0.5 and "
shahar2022,32,M100907,antagonist,2 mg/kg,i.p.,True,"IL at doses of 200 and 4.4 mg/kg, respectively, immediately preceded by the 5-HT2A receptor antagonist M100907 (0.5 and "
shahar2022,33,M100907,antagonist,0.5 mg/kg,i.p.,True,"y preceded by the 5-HT2A receptor antagonist M100907 (0.5 and 2 mg/kg i.p.), the 5-HT1A receptor agonist 8OHDPAT (1 and "
shahar2022,33,M100907,antagonist,2 mg/kg,i.p.,True,"y preceded by the 5-HT2A receptor antagonist M100907 (0.5 and 2 mg/kg i.p.), the 5-HT1A receptor agonist 8OHDPAT (1 and "
shahar2022,33,8-OH-DPAT,antagonist,1 mg/kg,i.p.,True,"y preceded by the 5-HT2A receptor antagonist M100907 (0.5 and 2 mg/kg i.p.), the 5-HT1A receptor agonist 8OHDPAT (1 and "
shahar2022,33,8-OH-DPAT,antagonist,2 mg/kg,i.p.,True,"y preceded by the 5-HT2A receptor antagonist M100907 (0.5 and 2 mg/kg i.p.), the 5-HT1A receptor agonist 8OHDPAT (1 and "
shahar2022,34,R-S102221,antagonist,2 mg/kg,i.p.,True,"d 2 mg/kg i.p.), the 5-HT2C receptor antagonist R-S102221 (2, 4 and 8 mg/kg i.p.) or the TAAR 1 antagonist EPPTB (1 and "
shahar2022,34,R-S102221,antagonist,4 mg/kg,i.p.,True,"d 2 mg/kg i.p.), the 5-HT2C receptor antagonist R-S102221 (2, 4 and 8 mg/kg i.p.) or the TAAR 1 antagonist EPPTB (1 and "
shahar2022,34,R-S102221,antagonist,8 mg/kg,i.p.,True,"d 2 mg/kg i.p.), the 5-HT2C receptor antagonist R-S102221 (2, 4 and 8 mg/kg i.p.) or the TAAR 1 antagonist EPPTB (1 and "
shahar2022,34,EPPTB,antagonist,1 mg/kg,i.p.,True,"d 2 mg/kg i.p.), the 5-HT2C receptor antagonist R-S102221 (2, 4 and 8 mg/kg i.p.) or the TAAR 1 antagonist EPPTB (1 and "
shahar2022,34,EPPTB,antagonist,10 mg/kg,i.p.,True,"d 2 mg/kg i.p.), the 5-HT2C receptor antagonist R-S102221 (2, 4 and 8 mg/kg i.p.) or the TAAR 1 antagonist EPPTB (1 and "
shahar2022,35,5-HTP,comparator,200 mg/kg,,True,g/kg) and 5-HTP (200 mg/kg) HTR profile comparison based on maximal peak HTR. Error bars represent SEM. Figure 5. PSIL (
shahar2022,35,psilocybin,psychedelic,3 mg/kg,,True,g/kg) and 5-HTP (200 mg/kg) HTR profile comparison based on maximal peak HTR. Error bars represent SEM. Figure 5. PSIL (
shahar2022,36,RS102221,antagonist,3 mg/kg,,False,"nd Woods [25] have shown that the 5-HT2C antagonist, RS102221, enhances DOI-elicited-HTR in C57Bl/6 mice at doses up to "
shahar2022,36,DOI,model_drug,3 mg/kg,,False,"nd Woods [25] have shown that the 5-HT2C antagonist, RS102221, enhances DOI-elicited-HTR in C57Bl/6 mice at doses up to "
shahar2022,37,RS102221,antagonist,3 mg/kg,,False,"antagonist, RS102221, enhances DOI-elicited-HTR in C57Bl/6 mice at doses up to 3 mg/kg and attenuates HTR at a dose of 1"
shahar2022,37,RS102221,antagonist,1 mg/kg,,False,"antagonist, RS102221, enhances DOI-elicited-HTR in C57Bl/6 mice at doses up to 3 mg/kg and attenuates HTR at a dose of 1"
shahar2022,37,DOI,model_drug,10 mg/kg,,False,"antagonist, RS102221, enhances DOI-elicited-HTR in C57Bl/6 mice at doses up to 3 mg/kg and attenuates HTR at a dose of 1"
shahar2022,38,RS-102221,antagonist,4 mg/kg,,False,agonist RS-102221 generated an increase in HTR induced by 5-HTP and PSIL up to a dose of 4 mg/kg and decreased HTR with 
shahar2022,38,5-HTP,comparator,8 mg/kg,,False,agonist RS-102221 generated an increase in HTR induced by 5-HTP and PSIL up to a dose of 4 mg/kg and decreased HTR with 
shahar2022,38,psilocybin,psychedelic,8 mg/kg,,False,agonist RS-102221 generated an increase in HTR induced by 5-HTP and PSIL up to a dose of 4 mg/kg and decreased HTR with 
shahar2022,39,EPPTB,antagonist,5 mg/kg,,False,"ere are studies conducted on a broad range of psychoactive drugs regarding their interaction with TAAR1 [61,62]. EPPTB ("
shahar2022,40,5-HTP,comparator,50-250 mg/kg,,True,"(TAAR1) in modulating 5-HTP- and psilocybin-induced HTR. Male C57BL/6J mice (11 weeks, ~30 g) were administered 5-HTP, 5"
shahar2022,40,psilocybin,psychedelic,50-250 mg/kg,,True,"(TAAR1) in modulating 5-HTP- and psilocybin-induced HTR. Male C57BL/6J mice (11 weeks, ~30 g) were administered 5-HTP, 5"
shahar2022,41,5-HTP,comparator,50 mg/kg,i.p.,True,"ing 5-HTP- and psilocybin-induced HTR. Male C57BL/6J mice (11 weeks, ~30 g) were administered 5-HTP, 50-250 mg/kg i.p., "
shahar2022,41,5-HTP,comparator,250 mg/kg,i.p.,True,"ing 5-HTP- and psilocybin-induced HTR. Male C57BL/6J mice (11 weeks, ~30 g) were administered 5-HTP, 50-250 mg/kg i.p., "
shahar2022,41,5-HTP,comparator,200 mg/kg,i.p.,True,"ing 5-HTP- and psilocybin-induced HTR. Male C57BL/6J mice (11 weeks, ~30 g) were administered 5-HTP, 50-250 mg/kg i.p., "
shahar2022,42,5-HTP,comparator,50 mg/kg,i.p.,True,"dministered 5-HTP, 50-250 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin "
shahar2022,42,5-HTP,comparator,200 mg/kg,i.p.,True,"dministered 5-HTP, 50-250 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin "
shahar2022,42,psilocybin,psychedelic,0.1 mg/kg,i.p.,True,"dministered 5-HTP, 50-250 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin "
